cda00a001219r,cda00a001319r,cda00a001s19r,cda00ar01219r,cda00ar01319r,cda00ar01s19r,CAMPUSID
72,44,93,74,46,94,071902168
25,9,60,25,10,62,071902169
,,,,,,071902173
45,20,82,41,20,80,071902174
45,21,80,44,24,81,071902175
71,47,93,72,50,94,071902177
53,28,82,57,30,84,071902178
47,13,76,35,3,59,071903001
42,17,77,34,15,70,071903041
47,22,78,45,20,78,071903103
50,25,81,46,30,78,071903105
45,14,73,32,3,58,071904001
37,15,72,40,19,74,071904041
33,13,75,31,13,72,071904101
42,15,76,38,15,73,071904103
50,24,85,45,20,82,071904104
57,20,82,46,7,69,071905001
69,28,85,61,9,79,071905002
58,21,81,44,4,67,071905003
54,17,78,41,4,63,071905004
49,16,76,34,5,63,071905005
60,22,82,53,8,74,071905007
66,26,86,55,8,77,071905008
24,6,59,10,0,44,071905010
88,39,98,86,25,96,071905017
89,54,99,89,48,99,071905018
11,4,24,3,0,14,071905033
39,14,75,39,17,75,071905042
62,26,88,64,26,88,071905043
39,16,72,39,18,72,071905044
32,10,67,30,12,65,071905046
37,13,73,44,21,80,071905048
45,18,82,45,22,80,071905050
42,17,75,40,18,70,071905052
44,18,78,47,24,80,071905055
45,17,80,40,17,73,071905056
43,19,79,39,17,73,071905101
37,17,74,29,13,68,071905103
57,27,90,51,24,86,071905104
54,29,85,48,24,83,071905105
62,34,90,58,35,89,071905106
58,33,88,53,28,85,071905107
41,21,77,37,18,76,071905108
43,19,80,36,16,75,071905109
46,23,80,43,22,78,071905110
44,15,83,34,10,77,071905112
51,22,88,46,24,87,071905113
71,39,97,64,33,95,071905114
52,24,85,47,23,81,071905116
62,33,89,51,28,85,071905117
56,27,88,53,20,88,071905118
50,24,83,38,20,79,071905119
50,27,81,47,25,78,071905120
53,26,85,48,24,86,071905121
43,17,77,38,19,76,071905122
52,26,89,52,26,89,071905123
61,36,89,56,33,87,071905124
31,14,73,28,13,72,071905127
68,40,91,61,34,89,071905128
63,34,92,56,32,87,071905129
50,23,84,49,25,86,071905130
52,26,88,54,28,89,071905131
63,33,92,59,31,90,071905132
54,27,87,50,25,85,071905133
45,19,82,37,19,77,071905135
53,25,88,47,22,87,071905136
68,34,92,62,32,90,071905138
36,16,69,28,13,60,071905139
58,34,87,51,32,82,071905141
71,42,92,68,42,92,071905142
38,14,74,37,16,75,071905145
45,21,79,40,16,74,071905146
59,18,84,45,3,69,071906001
46,18,81,42,23,79,071906041
36,13,77,38,14,78,071906101
51,16,77,40,5,62,071907001
90,36,98,89,18,96,071907003
46,25,76,44,25,71,071907041
44,20,78,41,20,75,071907042
48,24,82,51,24,86,071907101
39,17,80,36,15,83,071907102
46,27,80,45,27,79,071907103
45,21,75,39,16,73,071907104
47,22,79,52,27,81,071907105
65,40,91,65,41,92,071907106
32,9,65,24,2,47,071908001
31,13,67,31,13,64,071908041
30,10,66,29,11,66,071908044
49,14,75,40,4,63,071909001
67,24,87,59,9,78,071909002
,,,,,,071909003
60,20,83,54,9,74,071909004
63,25,84,51,8,73,071909005
94,46,99,94,30,98,071909007
57,21,80,44,7,68,071909008
18,1,67,9,0,37,071909009
66,25,87,57,9,78,071909011
35,13,77,36,17,73,071909041
38,13,76,36,15,74,071909042
54,27,83,50,27,78,071909043
48,21,84,50,25,82,071909044
48,20,81,49,22,82,071909045
59,28,88,57,31,87,071909046
54,23,87,53,24,84,071909047
48,21,81,47,23,79,071909048
52,24,86,51,25,85,071909049
46,21,80,42,21,81,071909101
53,27,84,52,26,84,071909102
61,30,91,61,36,91,071909103
52,24,87,46,23,85,071909104
61,33,90,61,34,92,071909105
53,27,88,49,29,89,071909106
48,24,79,44,26,80,071909107
54,27,85,56,30,85,071909109
50,23,80,52,25,79,071909111
49,22,78,45,23,77,071909112
48,23,80,47,23,80,071909113
48,23,82,48,24,85,071909114
52,26,87,51,27,86,071909115
47,20,82,44,21,82,071909116
53,24,85,47,23,82,071909117
57,31,88,57,33,87,071909119
49,20,80,48,23,79,071909120
66,36,91,62,34,91,071909121
52,24,84,52,25,83,071909122
52,25,85,52,28,85,071909123
62,34,90,61,37,90,071909124
51,26,79,50,27,79,071909125
53,31,85,53,31,85,071909126
57,32,86,57,33,86,071909127
43,20,79,46,26,80,071909128
62,34,89,59,36,88,071909129
39,15,77,37,15,75,071909130
48,23,80,46,24,80,071909131
62,29,92,58,25,93,071909132
33,0,63,42,0,75,072801001
60,12,90,65,4,91,072801101
41,11,81,22,0,78,072801102
37,9,66,28,0,49,072801103
48,14,83,40,4,68,072801104
39,5,66,33,0,41,072801107
23,1,57,17,0,40,072801108
21,4,49,19,4,33,072801109
35,9,66,27,0,55,072801110
39,8,77,40,6,63,072801112
49,11,83,59,10,84,072801113
53,21,82,39,0,61,072801115
43,18,84,38,13,88,072801116
36,12,67,29,3,50,072801117
32,10,70,23,8,58,072801118
42,8,71,38,0,59,072801121
68,18,91,82,9,91,072801128
44,9,72,23,0,53,072801129
77,13,89,74,4,83,072801130
24,7,59,20,2,42,072801131
64,19,88,65,13,87,072801135
67,27,91,57,7,90,072801136
41,7,76,39,2,55,072801137
32,5,64,28,4,46,072801138
36,11,70,37,7,53,072801139
57,26,78,44,0,67,072801141
39,10,70,41,6,66,072801142
38,10,58,25,10,45,072801143
44,10,64,35,0,38,072801144
31,7,64,37,4,61,072801145
30,5,70,26,3,61,072801146
46,12,74,32,0,47,072801147
54,9,76,68,11,74,072801148
39,18,68,20,7,40,072801149
29,9,56,24,0,33,072801150
19,8,53,18,3,43,072802001
43,7,71,50,0,83,072802002
35,13,75,39,16,74,072901101
54,21,85,52,15,81,072902001
89,50,100,88,51,100,072902101
53,25,89,48,25,86,072902102
64,24,86,63,13,81,072903001
50,24,82,52,30,86,072903041
52,28,82,48,28,79,072903103
51,26,81,52,28,81,072903104
42,18,74,50,19,78,072904101
59,25,93,59,26,91,072908001
49,19,83,47,16,84,072909001
46,21,83,56,29,88,072910101
40,13,78,43,14,76,073901001
30,9,58,24,3,42,073903001
,,,,,,073903004
15,5,38,16,7,38,073903041
14,6,41,12,4,42,073903103
58,28,88,44,29,83,073904101
45,10,71,38,3,61,073905001
28,7,62,45,20,81,073905041
33,13,71,32,12,71,073905102
32,14,73,38,14,76,073905103
46,14,76,43,6,64,074903001
33,12,65,41,21,72,074903041
36,16,72,40,16,75,074903102
40,20,77,39,22,74,074903104
61,26,90,58,19,89,074904001
37,12,66,42,9,72,074905001
36,16,75,37,14,78,074905101
59,19,83,50,11,70,074907001
38,12,74,32,14,71,074907041
44,21,72,50,23,73,074907101
45,10,71,47,6,67,074909001
39,16,69,44,20,75,074909041
42,25,81,43,34,85,074909101
36,16,78,38,18,83,074909102
55,18,86,67,20,88,074911001
45,24,84,50,24,87,074911101
64,23,85,58,10,78,074912001
35,12,75,47,19,82,074912041
48,24,79,54,33,81,074912101
57,24,85,54,16,81,074917001
49,27,85,41,20,80,074917101
71,35,93,66,27,88,075901001
53,27,86,52,31,85,075901102
,,,,,,075901103
59,21,81,51,10,69,075902001
48,21,76,46,26,75,075902041
46,22,78,45,23,77,075902102
44,18,72,42,13,70,075903001
36,15,70,34,17,68,075903102
55,27,89,52,25,89,075906001
57,24,85,55,24,80,075908001
61,30,86,53,33,85,075908101
89,37,97,84,6,94,076903001
35,15,74,37,20,81,076903101
41,13,77,47,14,71,076904001
55,31,85,55,34,86,076904101
56,23,81,40,5,71,077901001
,,,,,,077901003
,,,,,,077901004
30,11,70,23,7,69,077901041
33,12,68,26,8,61,077901101
38,6,68,22,1,48,077902001
33,11,73,24,14,70,077902041
30,11,69,30,10,70,077902101
37,12,74,33,8,71,078901001
52,18,76,44,7,64,079901001
49,14,74,43,5,64,079901002
76,36,90,70,18,86,079901003
81,42,92,76,24,87,079901009
75,33,90,72,20,88,079901010
47,22,78,45,24,76,079901041
34,14,69,37,17,71,079901042
67,37,90,67,41,89,079901043
71,44,93,70,46,92,079901044
66,37,90,65,41,90,079901045
45,22,77,36,15,76,079901101
37,17,72,39,17,75,079901102
54,26,85,50,22,85,079901105
47,23,80,46,23,82,079901107
36,18,73,33,17,74,079901108
63,30,93,59,27,94,079901109
64,38,88,67,44,92,079901110
73,47,93,71,46,94,079901111
45,22,77,40,18,78,079901112
68,42,94,66,44,95,079901114
79,55,94,80,60,96,079901115
39,16,71,36,13,72,079901116
46,22,79,43,16,80,079901118
80,59,97,81,57,96,079901119
81,55,97,78,54,97,079901120
54,33,83,58,34,85,079901121
47,26,82,49,27,81,079901122
70,43,94,74,52,95,079901123
50,28,80,43,23,78,079901125
74,46,94,72,48,94,079901126
68,42,91,71,45,94,079901127
,,,,,,079901133
52,27,83,51,29,83,079901139
66,39,91,66,41,92,079901140
63,32,89,63,37,90,079901141
64,38,92,61,39,92,079901142
70,26,88,66,12,82,079906001
54,27,88,54,28,88,079906041
50,21,85,53,27,86,079906042
54,30,89,54,35,89,079906102
71,39,85,68,27,81,079907001
34,8,63,28,2,49,079907002
87,55,95,85,40,93,079907004
65,28,84,59,13,76,079907005
71,35,87,68,22,82,079907006
79,42,91,76,25,87,079907007
52,17,76,47,7,66,079907008
54,20,75,45,8,64,079907011
39,8,69,33,3,56,079907012
75,34,88,74,21,86,079907013
74,38,88,68,20,81,079907016
59,32,85,56,30,84,079907041
32,10,68,35,13,67,079907042
55,30,84,54,32,83,079907043
66,50,85,70,53,88,079907044
69,41,91,67,44,90,079907045
26,8,62,27,10,61,079907046
38,14,75,41,19,75,079907047
34,13,70,37,15,70,079907048
67,40,90,65,43,89,079907049
80,57,95,79,57,95,079907050
86,65,97,82,61,96,079907051
60,32,86,60,35,86,079907052
49,22,81,50,26,80,079907053
65,37,90,64,36,90,079907054
59,30,86,61,34,87,079907055
30,12,62,34,15,67,079907101
54,31,84,52,32,86,079907102
23,9,56,20,7,50,079907108
26,13,59,29,13,63,079907109
55,32,85,55,34,87,079907110
38,20,71,39,22,74,079907111
46,23,79,55,27,84,079907112
35,15,63,32,16,60,079907113
38,18,73,36,19,74,079907114
31,15,70,38,20,74,079907115
36,15,67,28,10,68,079907116
69,47,91,71,50,96,079907117
38,19,69,38,20,73,079907118
57,33,85,58,36,89,079907119
65,38,88,67,44,90,079907120
52,29,83,57,34,86,079907121
30,11,61,32,13,65,079907122
66,41,89,66,42,91,079907123
42,21,76,46,27,79,079907124
60,33,84,62,39,85,079907125
68,46,90,69,47,92,079907126
64,38,86,62,38,86,079907127
78,58,94,78,57,95,079907128
39,18,73,40,18,73,079907129
77,56,94,76,56,94,079907130
39,17,71,44,22,77,079907131
54,33,83,59,39,86,079907132
35,16,67,37,19,70,079907133
36,16,67,44,19,76,079907134
86,68,96,86,71,97,079907135
72,47,93,76,53,94,079907136
76,53,94,77,55,96,079907137
54,29,82,58,34,85,079907138
34,14,64,33,16,65,079907139
64,38,89,67,41,91,079907140
50,29,80,50,32,81,079907141
76,49,95,75,50,96,079907142
42,21,73,39,18,72,079907143
35,15,68,31,14,67,079907144
65,42,91,64,44,90,079907145
41,19,72,42,20,74,079907146
86,67,96,86,69,97,079907147
62,39,86,64,43,89,079907148
48,24,80,52,28,84,079907149
43,21,76,40,21,77,079907150
74,49,94,78,53,96,079907151
81,58,95,82,61,95,079907152
68,41,91,69,44,92,079907153
60,33,85,62,34,89,079907154
42,21,77,50,26,83,079907155
47,13,76,41,4,65,079910001
47,21,81,53,26,85,079910041
33,16,63,33,18,66,079910102
42,22,78,33,16,72,079910103
52,14,77,47,7,68,080901001
48,21,80,45,23,79,080901041
37,14,72,32,16,71,080901103
79,35,92,86,21,88,081902002
41,16,76,44,21,77,081902041
41,19,78,45,23,78,081902043
73,27,90,65,8,87,081904001
16,8,40,11,0,22,081904003
43,18,77,41,22,74,081904041
41,19,79,38,17,80,081904102
56,23,81,45,5,70,081905002
36,13,71,37,15,68,081905041
41,21,76,45,25,81,081905102
29,11,67,33,12,68,081906101
40,9,71,34,2,61,082902001
31,14,64,38,20,70,082902041
32,15,62,31,14,64,082902101
38,10,67,29,4,53,082903001
,,,,,,082903003
28,10,61,31,13,62,082903041
28,13,59,32,16,65,082903103
33,12,63,31,10,57,083901001
49,24,85,58,24,95,083902001
52,18,79,44,7,68,083903001
24,4,65,13,0,35,083903002
35,15,66,37,17,65,083903041
48,27,79,47,24,79,083903101
50,29,78,46,26,76,083903102
33,12,68,37,13,66,084802001
39,16,70,44,19,75,084802002
31,10,69,28,9,69,084804101
56,19,79,45,6,67,084901001
37,4,81,31,0,79,084901009
,,,,,,084901010
,,,,,,084901011
,,,,,,084901012
48,22,81,47,25,79,084901041
33,11,71,28,9,63,084901042
54,33,82,48,30,77,084901043
35,14,70,30,12,64,084901044
47,21,77,49,26,79,084901051
40,18,73,36,17,72,084901101
51,26,80,49,27,79,084901102
37,13,70,31,12,66,084901105
44,22,72,43,23,72,084901106
52,30,80,52,30,81,084901107
42,22,74,44,25,76,084901108
60,31,87,55,30,86,084901109
42,13,70,40,7,59,084902001
24,6,62,26,8,66,084902006
38,10,71,36,7,66,084902007
83,50,99,83,53,98,084902041
34,11,72,32,12,72,084902042
37,19,76,43,26,79,084902102
60,36,88,60,37,92,084902104
64,42,87,62,43,88,084902106
45,21,73,40,24,69,084902107
32,15,62,27,16,60,084902115
64,22,91,59,15,85,084903001
49,16,74,41,5,61,084906001
23,4,57,25,1,48,084906002
45,18,75,47,24,79,084906041
19,6,47,21,7,48,084906043
37,16,74,33,14,70,084906101
36,15,70,34,17,66,084906102
30,14,65,30,14,66,084906103
53,28,83,54,30,85,084906104
37,19,82,37,22,84,084906105
17,5,44,17,6,43,084906111
38,10,63,31,3,51,084908001
27,9,60,30,12,60,084908042
35,15,67,39,20,69,084908103
46,14,70,38,3,57,084909001
38,16,72,37,17,71,084909041
50,27,79,45,24,78,084909104
65,29,83,58,13,74,084910001
71,35,87,66,20,80,084910002
64,24,85,62,15,78,084910003
45,15,71,31,3,53,084910004
73,34,89,69,20,83,084910009
92,44,99,93,29,99,084910010
72,32,88,66,15,83,084910011
66,38,90,67,40,91,084910042
53,23,84,52,28,84,084910043
51,25,78,53,29,79,084910044
76,52,92,77,56,92,084910045
52,24,82,52,27,80,084910046
45,18,79,50,23,82,084910047
53,24,83,55,31,83,084910048
69,47,88,69,47,89,084910049
58,28,87,59,32,86,084910050
44,20,77,44,24,75,084910051
50,28,81,50,29,82,084910101
55,32,84,56,34,84,084910102
49,24,84,52,27,86,084910103
52,25,81,56,28,84,084910104
56,30,84,57,31,86,084910105
48,25,78,55,30,82,084910106
39,19,74,43,20,75,084910107
44,23,77,48,27,80,084910108
56,32,81,58,36,85,084910110
53,31,81,51,30,84,084910111
52,31,80,50,32,81,084910112
61,35,87,64,38,89,084910115
53,31,81,57,36,85,084910116
60,34,88,63,35,91,084910117
69,51,86,67,49,85,084910118
48,26,78,50,29,80,084910119
55,30,85,59,34,89,084910120
55,35,82,56,38,86,084910121
56,33,82,58,36,83,084910122
65,39,90,62,38,92,084910123
61,36,86,65,41,89,084910124
56,33,84,60,37,87,084910125
61,39,84,66,47,87,084910126
65,37,88,64,39,88,084910127
56,33,83,59,36,87,084910128
63,38,90,66,40,91,084910129
83,41,94,79,26,90,084911001
71,42,92,69,43,91,084911041
67,41,89,63,40,90,084911102
65,41,90,65,43,90,084911103
81,57,96,79,56,95,084911104
59,22,82,45,5,71,085902001
-1,-1,-1,,,,085902040
20,7,63,23,12,60,085902041
41,19,76,40,18,78,085902101
34,10,73,40,13,76,085903001
33,11,56,-1,-1,-1,086024101
61,22,82,53,9,71,086901001
4,0,57,0,0,50,086901002
49,24,77,48,28,74,086901041
48,26,77,50,29,79,086901102
60,33,86,56,34,83,086901103
66,23,88,63,6,85,086902001
55,31,83,53,34,85,086902041
56,23,84,54,24,79,086902101
72,38,94,71,29,93,087901001
64,38,89,65,40,94,087901101
48,16,74,43,8,66,088902001
39,17,71,39,24,77,088902041
44,22,76,40,20,73,088902104
37,8,65,32,4,50,089901001
32,12,65,40,17,72,089901042
34,16,67,34,18,69,089901102
33,15,67,30,13,64,089901103
49,13,81,44,5,69,089903001
,,,,,,089903004
45,22,78,46,23,79,089903041
30,14,59,30,15,60,089903101
26,10,58,25,9,56,089905102
30,12,70,27,12,63,090902001
52,25,78,48,23,73,090903001
53,18,77,40,4,63,090904001
38,9,60,24,0,43,090904002
37,16,71,34,15,67,090904042
46,24,78,45,22,78,090904101
38,17,68,32,15,65,090904105
40,19,71,40,21,72,090904107
37,17,69,35,15,68,090904108
40,12,78,42,8,81,090905101
69,23,87,65,11,80,091901001
62,34,87,61,37,86,091901041
56,32,85,47,24,82,091901101
52,16,80,59,20,78,091902001
43,16,79,41,15,80,091902200
62,23,81,52,9,70,091903001
22,0,50,14,0,29,091903002
50,25,81,54,29,83,091903041
49,25,83,45,23,79,091903045
38,17,72,42,20,79,091903103
48,25,79,50,26,81,091903104
34,17,67,35,21,70,091903112
39,19,68,43,21,71,091903113
45,20,75,44,18,77,091903114
55,17,78,54,14,71,091905001
51,22,84,50,23,85,091905041
52,25,86,52,29,85,091905101
44,15,69,40,8,60,091906002
-1,-1,-1,,,,091906004
,,,,,,091906035
17,3,52,11,0,44,091906037
41,18,75,46,26,79,091906042
42,19,77,36,18,73,091906102
30,12,60,29,10,59,091906104
37,18,71,44,24,77,091906105
29,13,73,23,13,72,091906106
29,13,64,30,18,67,091906108
58,29,84,59,30,84,091906109
31,15,53,34,16,55,091906110
46,20,78,48,23,80,091906111
55,25,87,55,25,87,091907101
77,38,94,75,28,90,091908001
64,35,89,63,36,89,091908041
56,28,89,53,31,88,091908101
51,22,82,51,21,83,091908102
63,23,83,53,12,72,091909001
56,27,82,51,26,80,091909041
45,23,80,49,27,83,091909101
61,23,85,50,10,76,091910001
58,30,85,54,31,83,091910041
40,22,72,41,22,72,091910101
65,21,86,66,10,79,091913001
51,24,84,55,33,83,091913041
47,24,78,47,25,74,091913101
59,22,85,55,11,78,091914001
44,18,77,37,17,73,091914041
40,17,75,43,22,77,091914101
68,25,88,67,14,81,091917001
57,27,89,63,33,91,091917041
57,22,84,54,27,80,091917101
47,11,72,44,6,62,091918001
36,13,71,38,18,72,091918041
61,30,89,55,29,88,091918101
51,14,85,45,5,73,092801001
52,19,74,43,5,61,092901001
36,14,70,34,15,69,092901042
31,14,67,33,16,69,092901105
42,12,70,39,5,58,092902002
38,16,72,37,17,69,092902042
40,17,71,39,19,71,092902101
33,14,63,34,15,67,092902107
54,18,82,48,9,71,092903001
36,10,70,21,1,45,092903004
39,18,72,38,17,71,092903041
58,34,84,55,32,81,092903042
40,17,71,43,20,72,092903044
90,68,99,89,69,99,092903117
43,21,72,41,19,74,092903122
40,21,73,40,21,74,092903123
39,17,70,35,14,71,092903124
34,14,70,32,13,68,092903125
56,27,90,46,16,86,092903126
52,29,83,50,26,84,092903127
,,,,,,092903200
53,17,81,48,6,72,092904001
41,6,70,15,0,50,092904003
40,16,73,41,20,73,092904041
35,16,67,31,15,61,092904043
38,17,68,36,18,67,092904104
34,17,66,33,17,67,092904105
65,21,85,60,10,77,092906002
56,29,85,52,28,83,092906041
57,26,86,56,29,87,092906102
65,27,85,57,13,77,092907001
55,28,87,55,32,87,092907042
54,30,85,61,36,86,092907101
71,24,89,69,15,82,092908001
48,19,84,57,29,88,092908041
51,26,84,51,26,86,092908103
57,24,83,53,17,76,093901001
58,31,87,48,23,84,093901101
66,28,90,69,20,88,093903001
51,31,79,47,29,79,093903101
42,11,69,38,3,57,093904002
0,0,23,0,0,14,093904005
24,9,60,25,12,58,093904042
29,12,60,29,12,62,093904104
35,17,69,35,17,71,093904106
36,15,71,36,17,74,093904107
37,11,66,42,9,64,093905001
44,23,74,45,33,78,093905101
41,14,66,37,7,56,094901001
19,4,56,11,0,34,094901002
35,14,64,36,16,67,094901041
24,8,58,28,11,61,094901042
30,12,66,29,12,66,094901103
26,9,61,28,11,63,094901104
44,23,76,51,27,82,094901105
45,22,80,41,19,81,094901106
34,15,65,33,14,64,094901108
44,22,80,45,22,81,094901109
32,18,66,35,18,72,094901110
-1,-1,-1,-1,-1,-1,094901112
67,29,85,60,13,77,094902001
36,5,68,27,3,32,094902002
76,34,90,68,12,84,094902003
56,27,84,54,28,85,094902041
59,29,86,56,29,87,094902042
48,26,76,49,28,78,094902101
43,20,77,40,21,76,094902102
35,15,63,38,15,66,094902103
54,28,84,52,25,84,094902108
55,31,84,50,25,83,094902109
53,25,82,53,27,82,094902110
49,25,79,52,33,81,094902111
47,25,78,50,28,78,094902112
43,22,73,42,23,75,094902113
56,30,85,49,25,82,094902114
44,20,79,47,25,83,094902115
70,27,89,65,16,83,094903001
60,29,87,65,35,90,094903041
59,35,90,59,36,89,094903101
56,28,84,48,24,83,094903102
67,31,85,55,11,73,094904001
55,26,83,53,27,80,094904041
47,23,83,49,26,84,094904102
61,22,84,50,9,73,095901001
41,18,74,41,18,76,095901041
56,30,80,53,30,78,095901101
47,20,81,52,28,89,095902001
56,17,82,47,3,69,095903001
35,14,76,39,15,74,095903102
27,8,72,35,11,77,095903103
50,21,80,47,17,73,095904001
54,18,81,44,4,68,095905001
,,,,,,095905002
,,,,,,095905004
31,13,63,33,15,59,095905043
39,15,74,37,17,71,095905044
30,13,71,29,10,74,095905102
37,18,68,35,13,66,095905103
39,21,75,34,18,72,095905105
36,20,64,33,20,65,095905106
45,21,76,42,19,76,095905108
34,15,70,29,14,68,095905109
47,16,72,35,2,56,096904001
31,10,62,29,11,63,096904041
45,18,82,51,20,92,096904101
57,25,87,56,22,91,096905001
53,19,80,47,11,73,097902001
53,27,83,60,33,85,097902041
48,27,78,45,27,76,097902102
53,21,83,52,19,76,097903001
58,29,91,58,36,96,097903101
78,30,87,69,12,80,098901001
66,37,92,53,27,92,098901041
66,40,93,57,36,92,098901101
52,26,79,47,22,73,098903101
63,23,88,57,9,80,098904001
65,36,93,56,32,92,098904041
46,26,79,44,29,79,098904101
50,20,85,43,10,76,099902001
33,14,65,31,11,69,099902101
47,10,71,45,6,65,099903001
35,13,74,37,18,70,099903041
45,24,81,48,26,83,099903102
46,14,68,43,7,56,100903002
,,,,,,100903003
42,18,80,44,22,81,100903041
44,18,76,42,17,76,100903042
36,20,71,38,19,67,100903101
43,12,69,41,7,59,100904001
